age_年龄,birth_year,birth_month,graduate_year,years_since_grad,reg_address_encoded,main_profession_encoded,school_encoded,major_code_encoded,major_name_encoded,sex_性别_enc,nation_民族_enc,marriage_婚姻状态_enc,edu_level_教育程度_enc,politic_政治面貌_enc,religion_宗教信仰_enc,type_人口类型_enc,military_status_兵役状态_enc,is_disability_是否残疾人_enc,is_teen_是否青少年_enc,is_elder_是否老年人_enc,is_living_alone_是否独居_enc,change_type_变动类型_enc,label
1.8378669900528755,-1.8609117787715121,1.2254707592956595,-1.3242047048566348,1.3242047048566457,-0.9283353187065314,-3.1381080365736698,-0.955091758476214,0.6010767895734098,-0.6344542024725638,0.9023345556240345,-0.2972237522159072,0.8182203687157283,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,0
-0.8729536494653328,0.8544940471911096,1.5143491262980444,0.9374761444355232,-0.9374761444355123,-1.3630880101855614,-3.1381080365736698,0.3199692267182834,0.6010767895734098,-0.6344542024725638,0.9023345556240345,2.369756943343044,-0.945735231372725,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,0
-0.19524848958578078,0.1756425907004541,0.6477140252908895,0.06759889470777009,-0.06759889470775927,-1.5210968665424356,0.27809841254469586,1.8166479545775385,0.6010767895734098,-0.6344542024725638,0.9023345556240345,-0.2972237522159072,0.8182203687157283,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-0.8729536494653328,0.8544940471911096,-1.374434543725805,0.9374761444355232,-0.9374761444355123,1.712147939835224,0.27809841254469586,0.7115951007423075,-1.133469833646439,0.12979429119491112,-1.1082364005315322,-0.2972237522159072,-0.945735231372725,1.1316189312186775,4.800620892272727,-0.2436196306061625,-3.304447061192454,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
1.8378669900528755,-1.8609117787715121,0.3588356582885046,0.4155497945988713,-0.4155497945988605,0.4453370510087229,-1.0883841671026504,-0.46631838081832333,0.6010767895734098,-0.6344542024725638,-1.1082364005315322,-0.2972237522159072,4.346131568892635,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
1.4990144101130995,-1.5214860505261845,-1.08555617672342,-2.020106504638837,2.020106504638848,0.7010739283493287,0.27809841254469586,-0.5604300249636315,0.6010767895734098,-0.6344542024725638,0.9023345556240345,-0.2972237522159072,0.8182203687157283,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,0
0.4824566702937713,-0.5032088657902013,1.2254707592956595,-0.6283029050744323,0.6283029050744432,-0.3730209564812158,0.27809841254469586,-0.020047036000249256,0.6010767895734098,1.856797380781153,-1.1082364005315322,2.369756943343044,0.8182203687157283,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
3.8709824696915316,-3.8974661482434785,0.06995729128611967,-4.107811903985445,4.107811903985456,0.7175141561783677,0.27809841254469586,0.7905274474448241,0.6010767895734098,-0.6344542024725638,-1.1082364005315322,-0.2972237522159072,0.8182203687157283,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-0.8729536494653328,0.8544940471911096,-0.5077994427186502,0.7635006944899725,-0.7635006944899617,0.5083579243533722,0.27809841254469586,-1.4226141197141962,0.6010767895734098,-0.6344542024725638,0.9023345556240345,-0.2972237522159072,-0.945735231372725,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
0.3130303803238833,-0.33349600166753746,0.9365923922932745,-0.45432745512888173,0.45432745512889255,-0.262506091630454,0.27809841254469586,-1.0431316836444053,0.6010767895734098,-0.6344542024725638,-1.1082364005315322,-0.2972237522159072,4.346131568892635,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-0.025822199615892757,0.0059297265777902355,-0.21892107571626526,-0.6283029050744323,0.6283029050744432,-1.0461569514813105,0.27809841254469586,-1.149386765743947,-1.133469833646439,2.313361415959125,-1.1082364005315322,-0.2972237522159072,0.8182203687157283,-0.7406276725916262,1.3894641478169687,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
1.4990144101130995,-1.5214860505261845,0.3588356582885046,-1.4981801548021854,1.4981801548021962,-1.5320570184284616,0.9613397023683691,-1.3436817730116797,-0.9072246219221111,1.578888837629344,-1.1082364005315322,-0.2972237522159072,0.8182203687157283,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,3.183290516074812,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-0.19524848958578078,0.1756425907004541,1.5143491262980444,0.06759889470777009,-0.06759889470775927,-1.6279583474311887,-3.1381080365736698,0.7358819766507741,-2.4658027471341493,1.8964986012314113,0.9023345556240345,-0.2972237522159072,0.8182203687157283,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,3.183290516074812,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-0.3646747795556688,0.34535545482311797,-0.5077994427186502,0.2415743446533207,-0.24157434465330987,1.2910954382137265,0.27809841254469586,1.673962558615297,-2.302403427555468,-0.7237819484856453,0.9023345556240345,-0.2972237522159072,-0.945735231372725,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-1.2118062294051088,1.1939197754364372,-0.5077994427186502,0.4155497945988713,-0.4155497945988605,-0.5045427791135274,0.9613397023683691,-1.3649327894315881,0.6010767895734098,-0.6344542024725638,0.9023345556240345,-0.2972237522159072,-0.945735231372725,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-0.19524848958578078,0.1756425907004541,-0.21892107571626526,-0.10637655523778053,0.10637655523779134,-0.3565807286521769,0.27809841254469586,0.06192117019082557,0.6010767895734098,-0.6344542024725638,-1.1082364005315322,-0.2972237522159072,0.8182203687157283,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
0.6518829602636593,-0.6729217299128653,0.9365923922932745,-0.9762538049655336,0.9762538049655444,1.7030144799302023,0.27809841254469586,-1.337610054034563,0.6010767895734098,1.8865732961188468,0.9023345556240345,-0.2972237522159072,0.8182203687157283,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
0.14360409035399527,0.0059297265777902355,-1.374434543725805,-0.10637655523778053,0.10637655523779134,0.5056178863818657,0.27809841254469586,1.14268714811759,-0.756394480772559,-0.16796486218202714,-1.1082364005315322,-0.2972237522159072,-0.945735231372725,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
0.6518829602636593,-0.6729217299128653,-0.7966778097210352,-0.802278355019983,0.8022783550199938,-0.16569141663722467,0.27809841254469586,-0.9308048825677473,0.6010767895734098,-0.6344542024725638,0.9023345556240345,-0.2972237522159072,0.8182203687157283,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-0.8729536494653328,0.8544940471911096,0.06995729128611967,0.5895252445444219,-0.5895252445444111,0.7403478059409218,0.27809841254469586,0.5051566555203413,-0.11536638088696262,-0.4657240155589654,-1.1082364005315322,-0.2972237522159072,-0.945735231372725,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
1.3295881201432114,-1.1820603222808568,-1.374434543725805,-0.6283029050744323,0.6283029050744432,1.1276065059138392,0.27809841254469586,-1.3133231781260966,0.6010767895734098,-0.6344542024725638,-1.1082364005315322,-0.2972237522159072,-0.945735231372725,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-0.8729536494653328,0.8544940471911096,0.6477140252908895,0.7635006944899725,-0.7635006944899617,0.4453370510087229,0.27809841254469586,0.8785673726130155,0.6010767895734098,-0.6344542024725638,-1.1082364005315322,-0.2972237522159072,-0.945735231372725,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-0.8729536494653328,0.8544940471911096,0.3588356582885046,0.9374761444355232,-0.9374761444355123,-1.7941873177025827,0.27809841254469586,0.09835148405352549,0.6010767895734098,-0.6344542024725638,0.9023345556240345,-0.2972237522159072,-0.945735231372725,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-0.8729536494653328,0.8544940471911096,-1.374434543725805,0.5895252445444219,-0.5895252445444111,1.04357867478764,0.27809841254469586,-0.06254906884006584,0.6010767895734098,-0.6344542024725638,-1.1082364005315322,-0.2972237522159072,-0.945735231372725,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
0.6518829602636593,-0.6729217299128653,1.2254707592956595,-0.9762538049655336,0.9762538049655444,0.4699973927522813,0.27809841254469586,-1.6928056141958874,0.6010767895734098,-0.6344542024725638,-1.1082364005315322,-0.2972237522159072,0.8182203687157283,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
0.6518829602636593,-0.6729217299128653,-1.08555617672342,-0.9762538049655336,0.9762538049655444,0.15671971801003914,0.27809841254469586,0.5051566555203413,0.6010767895734098,1.3803827353780518,0.9023345556240345,-0.2972237522159072,0.8182203687157283,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,3.183290516074812,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
0.14360409035399527,-0.1637831375448736,0.9365923922932745,0.06759889470777009,-0.06759889470775927,1.065498978559692,0.27809841254469586,1.801468657134747,0.6010767895734098,-0.6344542024725638,0.9023345556240345,-0.2972237522159072,0.8182203687157283,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-0.19524848958578078,0.1756425907004541,-1.08555617672342,0.06759889470777009,-0.06759889470775927,0.7695748776369911,0.27809841254469586,0.772312290513474,0.6010767895734098,0.010690629844135808,0.9023345556240345,-0.2972237522159072,0.8182203687157283,-0.7406276725916262,1.3894641478169687,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,0
-0.025822199615892757,0.1756425907004541,-1.374434543725805,-0.10637655523778053,0.10637655523779134,0.6627133967482378,0.27809841254469586,0.5051566555203413,0.6010767895734098,-0.6344542024725638,0.9023345556240345,-0.2972237522159072,-0.945735231372725,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-0.19524848958578078,0.1756425907004541,1.5143491262980444,0.2415743446533207,-0.24157434465330987,0.18412009772510407,0.27809841254469586,-1.468152012042571,0.6010767895734098,-0.6940060331479514,-1.1082364005315322,-0.2972237522159072,0.8182203687157283,-0.7406276725916262,-0.3161142244109101,-0.2436196306061625,-3.304447061192454,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
-1.2118062294051088,1.1939197754364372,-0.7966778097210352,0.9374761444355232,-0.9374761444355123,-0.01498932820436764,0.27809841254469586,1.2884084035683896,0.6010767895734098,-0.6344542024725638,-1.1082364005315322,-0.2972237522159072,-0.945735231372725,1.1316189312186775,-0.3161142244109101,-0.2436196306061625,-0.06057827255882075,-0.17113023204216787,-0.061885967791365244,0.0,-0.04254998126028322,-0.040112472606010974,0.0,1
