age,years_since_grad,sex_enc,nation_enc,marriage_enc,edu_level_enc,politic_enc,religion_enc,c_aac011_enc,reg_address_enc,c_aac180_enc,label
1.8372282728665732,1.287806340854376,0.9051988592007428,-0.29875092980630624,0.8203195018904705,-0.7403156437285544,-0.3140488917778721,-0.24565514762689925,-0.9038342755762361,1.1094012511910059,-0.9581614148433494,0.0
-0.877074245121807,-0.9398159691349084,0.9051988592007428,2.3259893820633843,-0.9482106419453502,-0.7403156437285544,-0.3140488917778721,-0.24565514762689925,-0.9038342755762361,-1.838999052990698,0.3168223288159085,0.0
-0.19849861562471194,-0.0830381576005682,0.9051988592007428,-0.29875092980630624,0.8203195018904705,1.127053659448598,-0.3140488917778721,-0.24565514762689925,-0.9038342755762361,-0.3952995937017258,1.816080321359807,1.0
-0.877074245121807,-0.9398159691349084,-1.1047296291148256,-0.29875092980630624,-0.9482106419453502,1.127053659448598,4.854488151073444,-0.24565514762689925,-0.9038342755762361,1.6584137216248405,0.7039258268907675,1.0
1.8372282728665732,-0.42574928221430425,-1.1047296291148256,-0.29875092980630624,4.357379789562112,1.127053659448598,-0.3140488917778721,-0.24565514762689925,0.6006249138978836,-0.3952995937017258,-0.4666014172879729,1.0
1.4979404581180256,1.9732285900818483,0.9051988592007428,-0.29875092980630624,0.8203195018904705,1.127053659448598,-0.3140488917778721,-0.24565514762689925,0.6006249138978836,-0.3952995937017258,-0.5587689168296059,0.0
0.4800770138723831,0.602384091626904,-1.1047296291148256,2.3259893820633843,0.8203195018904705,1.127053659448598,-0.3140488917778721,-0.24565514762689925,0.6006249138978836,-0.8223092929280416,-0.021125169503412877,1.0
3.8729551613578583,4.029495337764264,-1.1047296291148256,-0.29875092980630624,0.8203195018904705,1.127053659448598,-0.3140488917778721,-0.24565514762689925,0.6006249138978836,-0.3952995937017258,0.7838043264935162,1.0
-0.877074245121807,-0.7684604068280403,0.9051988592007428,-0.29875092980630624,-0.9482106419453502,-0.7403156437285544,-0.3140488917778721,-0.24565514762689925,-0.9038342755762361,-0.3952995937017258,-1.428215662505678,1.0
0.31043310649810935,0.43102852932003594,-1.1047296291148256,-0.29875092980630624,4.357379789562112,1.127053659448598,-0.3140488917778721,-0.24565514762689925,0.6006249138978836,-0.8223092929280416,-1.0472566644002614,1.0
-0.028854708250438177,0.602384091626904,-1.1047296291148256,-0.29875092980630624,0.8203195018904705,-0.7403156437285544,1.4087967891725668,-0.24565514762689925,0.6006249138978836,1.1094012511910059,-1.1547854138655,1.0
1.4979404581180256,1.4591619031612442,-1.1047296291148256,-0.29875092980630624,0.8203195018904705,1.127053659448598,-0.3140488917778721,-0.24565514762689925,0.6006249138978836,-0.8223092929280416,-1.3483371629029295,1.0
-0.19849861562471194,-0.0830381576005682,0.9051988592007428,-0.29875092980630624,0.8203195018904705,-0.7403156437285544,-0.3140488917778721,-0.24565514762689925,-0.9038342755762361,1.1094012511910059,0.7285038267685363,1.0
-0.3681425229989857,-0.2543937199074362,0.9051988592007428,-0.29875092980630624,-0.9482106419453502,1.127053659448598,-0.3140488917778721,-0.24565514762689925,-0.9038342755762361,1.2314040223985248,1.671684572077915,1.0
-1.2163620598703544,-0.42574928221430425,0.9051988592007428,-0.29875092980630624,-0.9482106419453502,-0.7403156437285544,-0.3140488917778721,-0.24565514762689925,0.6006249138978836,1.1094012511910059,-1.3698429127959773,1.0
-0.19849861562471194,0.08831740470629984,-1.1047296291148256,-0.29875092980630624,0.8203195018904705,1.127053659448598,-0.3140488917778721,-0.24565514762689925,0.6006249138978836,-0.8223092929280416,0.06182558008405691,1.0
0.6497209212466568,0.94509521624064,0.9051988592007428,-0.29875092980630624,0.8203195018904705,1.127053659448598,-0.3140488917778721,-0.24565514762689925,0.6006249138978836,-1.0053134497393197,-1.3421926629334873,1.0
0.14078919912383558,0.08831740470629984,-1.1047296291148256,-0.29875092980630624,-0.9482106419453502,-0.7403156437285544,-0.3140488917778721,-0.24565514762689925,0.6006249138978836,-0.3952995937017258,1.137113074736443,1.0
