age,years_since_grad,sex_enc,nation_enc,marriage_enc,edu_level_enc,politic_enc,religion_enc,c_aac011_enc,reg_address_enc,high_tech_enc,c_aac180_enc,label
1.7910066925638224,1.2360015315832071,0.8964170203580073,-0.24383146540584028,0.8100032531017711,-0.7641119839832233,-0.3135946881463232,-0.24622721717892423,-0.9211375319953953,0.9691100209011371,-1.4711467748311982,-0.9520954659210962,0.0
-0.20994601330628587,-0.10243197929979517,0.8964170203580073,-0.24383146540584028,0.8100032531017711,1.1109725148943954,-0.3135946881463232,-0.24622721717892423,-0.9211375319953953,-0.27460676978941895,0.778163438377818,1.8289872874036854,1.0
1.7910066925638224,-0.4370403570205458,-1.1155522232282296,-0.24383146540584028,4.3289980726394015,1.1109725148943954,-0.3135946881463232,-0.24622721717892423,0.6018048391966648,-0.27460676978941895,0.778163438377818,-0.49142531659735933,1.0
1.4575145749188043,1.9052182870247083,0.8964170203580073,-0.24383146540584028,0.8100032531017711,1.1109725148943954,-0.3135946881463232,-0.24622721717892423,0.6018048391966648,-0.27460676978941895,0.778163438377818,-0.5835593464621067,0.0
0.4570382219837502,0.5667847761417061,-1.1155522232282296,3.1028587157068626,0.8100032531017711,1.1109725148943954,-0.3135946881463232,-0.24622721717892423,0.6018048391966648,-1.207394362807336,0.27831672433137,-0.0409922817030389,1.0
3.7919593984339306,3.912868553349212,-1.1155522232282296,-0.24383146540584028,0.8100032531017711,1.1109725148943954,-0.3135946881463232,-0.24622721717892423,0.6018048391966648,-0.27460676978941895,0.778163438377818,0.777976872650271,1.0
-0.876930248596322,-0.7716487347412964,0.8964170203580073,-0.24383146540584028,-0.9494941566670441,-0.7641119839832233,-0.3135946881463232,-0.24622721717892423,-0.9211375319953953,-0.27460676978941895,0.778163438377818,-1.4298274726271936,1.0
0.2902921631612412,0.39948058728133073,-1.1155522232282296,-0.24383146540584028,4.3289980726394015,1.1109725148943954,-0.3135946881463232,-0.24622721717892423,0.6018048391966648,-1.207394362807336,0.27831672433137,-1.0510542387387878,1.0
-0.04319995448377686,0.5667847761417061,-1.1155522232282296,-0.24383146540584028,0.8100032531017711,-0.7641119839832233,1.4210294816685167,-0.24622721717892423,0.6018048391966648,0.9691100209011371,-1.4711467748311982,-1.1534253830329515,1.0
1.4575145749188043,1.4033057204435826,-1.1155522232282296,-0.24383146540584028,0.8100032531017711,1.1109725148943954,-0.3135946881463232,-0.24622721717892423,0.6018048391966648,-1.207394362807336,0.27831672433137,-1.3479305571918627,1.0
-0.20994601330628587,-0.10243197929979517,0.8964170203580073,-0.24383146540584028,0.8100032531017711,-0.7641119839832233,-0.3135946881463232,-0.24622721717892423,-0.9211375319953953,0.9691100209011371,-1.4711467748311982,0.7165541860737727,1.0
-0.3766920721287949,-0.2697361681601705,0.8964170203580073,-0.24383146540584028,-0.9494941566670441,1.1109725148943954,-0.3135946881463232,-0.24622721717892423,-0.9211375319953953,1.2800392185737761,-1.2212234178079742,1.678842942438912,1.0
-1.21042236624134,-0.4370403570205458,0.8964170203580073,-0.24383146540584028,-0.9494941566670441,-0.7641119839832233,-0.3135946881463232,-0.24622721717892423,0.6018048391966648,0.9691100209011371,-1.4711467748311982,-1.3684047860506954,1.0
-0.20994601330628587,0.06487220956058014,-1.1155522232282296,-0.24383146540584028,0.8100032531017711,1.1109725148943954,-0.3135946881463232,-0.24622721717892423,0.6018048391966648,-1.207394362807336,0.27831672433137,0.04772937668523634,1.0
0.6237842808062593,0.9013931538624567,0.8964170203580073,-0.24383146540584028,0.8100032531017711,1.1109725148943954,-0.3135946881463232,-0.24622721717892423,0.6018048391966648,-1.518323560479975,0.02839336730814597,-1.3411058142389183,1.0
0.12354610433873216,0.06487220956058014,-1.1155522232282296,-0.24383146540584028,-0.9494941566670441,-0.7641119839832233,-0.3135946881463232,-0.24622721717892423,0.6018048391966648,-0.27460676978941895,0.778163438377818,1.1465129921092605,1.0
0.6237842808062593,0.7340889650020813,0.8964170203580073,-0.24383146540584028,0.8100032531017711,-0.7641119839832233,-0.3135946881463232,-0.24622721717892423,-0.9211375319953953,-1.207394362807336,0.27831672433137,-0.9282088655857913,1.0
-0.876930248596322,-0.604344545880921,-1.1155522232282296,-0.24383146540584028,-0.9494941566670441,1.1109725148943954,-0.3135946881463232,-0.24622721717892423,0.6018048391966648,-0.27460676978941895,0.778163438377818,0.48451292567366827,1.0
1.2907685160962954,0.5667847761417061,-1.1155522232282296,-0.24383146540584028,-0.9494941566670441,-0.7641119839832233,-0.3135946881463232,-0.24622721717892423,-0.9211375319953953,1.2800392185737761,-1.2212234178079742,-1.3138068424271414,1.0
